horario_id,deporte,dia,hora_inicio,hora_fin,cupo_maximo,cupos_ocupados,estado,precio,plan,categoria,nivel,año_min,año_max,genero
78,Fútbol Ciclo Verano,MIERCOLES,17:00,18:25,20,0,activo,0,,2014,A,2014,2014,Mixto
79,Fútbol Ciclo Verano,MIERCOLES,17:00,18:25,20,0,activo,0,,2015,A,2015,2015,Mixto
80,Fútbol Ciclo Verano,MIERCOLES,18:30,19:55,20,0,activo,0,,2014,PC,2014,2014,Mixto
81,Fútbol Ciclo Verano,MIERCOLES,18:30,19:55,20,0,activo,0,,2015,PC,2015,2015,Mixto
82,Fútbol Ciclo Verano,MIERCOLES,18:30,19:55,20,0,activo,200,Premium,2013-2014-2015,PREMIUM,2013,2015,Mixto
85,Fútbol Ciclo Verano,VIERNES,17:00,18:25,20,0,activo,0,,2017,PC,2017,2017,Mixto
86,Fútbol Ciclo Verano,VIERNES,17:00,18:25,20,0,activo,0,,2016,PC,2016,2016,Mixto
87,Fútbol Ciclo Verano,VIERNES,17:00,18:25,20,0,activo,0,,2014,A,2014,2014,Mixto
88,Fútbol Ciclo Verano,VIERNES,17:00,18:25,20,0,activo,0,,2015,A,2015,2015,Mixto
89,Fútbol Ciclo Verano,VIERNES,18:30,19:55,20,0,activo,0,,2014,PC,2014,2014,Mixto
90,Fútbol Ciclo Verano,VIERNES,18:30,19:55,20,0,activo,0,,2015,PC,2015,2015,Mixto
91,Fútbol Ciclo Verano,VIERNES,18:30,19:55,20,0,activo,200,Premium,2013-2014-2015,PREMIUM,2013,2015,Mixto
92,Fútbol Ciclo Verano,MARTES,15:30,16:50,20,0,activo,0,,2018-2019,N,2018,2019,Mixto
93,Fútbol Ciclo Verano,MARTES,15:30,16:50,20,0,activo,0,,2020-2021,N,2020,2021,Mixto
94,Fútbol Ciclo Verano,MARTES,15:30,16:50,20,0,activo,0,,2008-2009-2010-2011,NF,2008,2011,Mixto
95,Fútbol Ciclo Verano,MARTES,17:00,18:20,20,0,activo,0,,2017-2016,A,2016,2017,Mixto
96,Fútbol Ciclo Verano,MARTES,17:00,18:20,20,0,activo,0,,2017-2016,NF,2016,2017,Mixto
97,Fútbol Ciclo Verano,MARTES,17:00,18:20,20,0,activo,0,,2014-2013-2012,NF,2012,2014,Mixto
98,Fútbol Ciclo Verano,MARTES,18:30,19:50,20,0,activo,200,Premium,2009-2010-2011-2012,PREMIUM,2009,2012,Mixto
99,Fútbol Ciclo Verano,JUEVES,15:30,16:50,20,0,activo,0,,2018-2019,N,2018,2019,Mixto
100,Fútbol Ciclo Verano,JUEVES,15:30,16:50,20,0,activo,0,,2020-2021,N,2020,2021,Mixto
101,Fútbol Ciclo Verano,JUEVES,15:30,16:50,20,0,activo,0,,2008-2009-2010-2011,NF,2008,2011,Mixto
102,Fútbol Ciclo Verano,JUEVES,17:00,18:20,20,0,activo,0,,2017-2016,A,2016,2017,Mixto
103,Fútbol Ciclo Verano,JUEVES,17:00,18:20,20,0,activo,0,,2017-2016,NF,2016,2017,Mixto
104,Fútbol Ciclo Verano,JUEVES,17:00,18:20,20,0,activo,0,,2014-2013-2012,NF,2012,2014,Mixto
105,Fútbol Ciclo Verano,JUEVES,18:30,19:50,20,0,activo,200,Premium,2009-2010-2011-2012,PREMIUM,2009,2012,Mixto
106,Fútbol Ciclo Verano,SABADO,8:30,9:50,20,0,activo,0,,2008-2009,,2008,2009,Mixto
107,Fútbol Ciclo Verano,SABADO,8:30,9:50,20,0,activo,0,,2010-2011,NF,2010,2011,Mixto
108,Fútbol Ciclo Verano,SABADO,8:30,9:50,20,0,activo,0,,2012-2013,NF,2012,2013,Mixto
109,Fútbol Ciclo Verano,SABADO,8:30,9:50,20,0,activo,0,,2014,NF,2014,2014,Mixto
110,Fútbol Ciclo Verano,SABADO,10:00,11:20,20,0,activo,0,,2017-2016,I,2016,2017,Mixto
111,Fútbol Ciclo Verano,SABADO,10:00,11:20,20,0,activo,0,,2017-2016,NF,2016,2017,Mixto
112,Vóley,LUNES,14:30,16:00,20,0,activo,120,Estándar,2013-2014,BÁSICO,2013,2014,Mixto
113,Vóley,LUNES,14:30,16:00,20,0,activo,120,Estándar,2015-2016,BÁSICO,2015,2016,Mixto
114,Vóley,LUNES,16:00,17:30,20,0,activo,120,Estándar,2010-2009,BÁSICO,2009,2010,Mixto
115,Vóley,LUNES,16:00,17:30,20,0,activo,120,Estándar,2012-2011,BÁSICO,2011,2012,Mixto
116,Vóley,LUNES,17:30,19:00,20,0,activo,120,Estándar,2011-2010,AVANZADO,2010,2011,Mixto
117,Vóley,LUNES,17:30,19:00,20,0,activo,120,Estándar,2013-2012,AVANZADO,2012,2013,Mixto
118,Vóley,MIERCOLES,14:30,16:00,20,0,activo,120,Estándar,2013-2014,BÁSICO,2013,2014,Mixto
119,Vóley,MIERCOLES,14:30,16:00,20,0,activo,120,Estándar,2015-2016,BÁSICO,2015,2016,Mixto
120,Vóley,MIERCOLES,16:00,17:30,20,0,activo,120,Estándar,2010-2009,BÁSICO,2009,2010,Mixto
121,Vóley,MIERCOLES,16:00,17:30,20,0,activo,120,Estándar,2012-2011,BÁSICO,2011,2012,Mixto
122,Vóley,MIERCOLES,17:30,19:00,20,0,activo,120,Estándar,2011-2010,AVANZADO,2010,2011,Mixto
123,Vóley,MIERCOLES,17:30,19:00,20,0,activo,120,Estándar,2013-2012,AVANZADO,2012,2013,Mixto
124,Vóley,VIERNES,14:30,16:00,20,0,activo,120,Estándar,2013-2014,BÁSICO,2013,2014,Mixto
125,Vóley,VIERNES,14:30,16:00,20,0,activo,120,Estándar,2015-2016,BÁSICO,2015,2016,Mixto
126,Vóley,VIERNES,16:00,17:30,20,0,activo,120,Estándar,2010-2009,BÁSICO,2009,2010,Mixto
127,Vóley,VIERNES,16:00,17:30,20,0,activo,120,Estándar,2012-2011,BÁSICO,2011,2012,Mixto
128,Vóley,VIERNES,17:30,19:00,20,0,activo,120,Estándar,2011-2010,AVANZADO,2010,2011,Mixto
129,Vóley,VIERNES,17:30,19:00,20,0,activo,120,Estándar,2013-2012,AVANZADO,2012,2013,Mixto
130,Básquet,MARTES,14:30,16:00,20,0,activo,120,Estándar,2017,,2017,2017,Mixto
131,Básquet,MARTES,14:30,16:00,20,0,activo,120,Estándar,2015-2016,,2015,2016,Mixto
132,Básquet,MARTES,16:00,17:30,20,0,activo,120,Estándar,2014,,2014,2014,Mixto
133,Básquet,MARTES,16:00,17:30,20,0,activo,120,Estándar,2012-2013,,2012,2013,Mixto
134,Básquet,MARTES,17:30,19:00,20,0,activo,120,Estándar,2009,,2009,2009,Mixto
135,Básquet,MARTES,17:30,19:00,20,0,activo,120,Estándar,2010-2011,,2010,2011,Mixto
136,Básquet,JUEVES,14:30,16:00,20,0,activo,120,Estándar,2017,,2017,2017,Mixto
137,Básquet,JUEVES,14:30,16:00,20,0,activo,120,Estándar,2015-2016,,2015,2016,Mixto
138,Básquet,JUEVES,16:00,17:30,20,0,activo,120,Estándar,2011,,2011,2011,Mixto
139,Básquet,JUEVES,16:00,17:30,20,0,activo,120,Estándar,2012-2013,,2012,2013,Mixto
140,Básquet,JUEVES,17:30,19:00,20,0,activo,120,Estándar,2009-2008,,2008,2009,Mixto
141,Básquet,JUEVES,17:30,19:00,20,0,activo,120,Estándar,2010-2011,,2010,2011,Mixto
142,Básquet,SABADO,8:30,10:00,20,0,activo,120,Estándar,2009-2008,,2008,2009,Mixto
143,Básquet,SABADO,8:30,10:00,20,0,activo,120,Estándar,2010-2011,,2010,2011,Mixto
144,Básquet,SABADO,10:00,11:30,20,0,activo,120,Estándar,2012-2013,,2012,2013,Mixto
145,Básquet,SABADO,10:00,11:30,20,0,activo,120,Estándar,2014,,2014,2014,Mixto
146,Básquet,SABADO,11:30,13:00,20,0,activo,120,Estándar,2015-2016,,2015,2016,Mixto
147,Básquet,SABADO,11:30,13:00,20,0,activo,120,Estándar,2017,,2017,2017,Mixto
